sitio,area,zona,region,es_aprobado,uso_faenas,uso_carnadas,flag_tipo,similar_a,similitud_pct
La Giganta,Pendiente,Cerralvo,Golfo de California,False,5,0,POSIBLE_DUPLICADO,La Iguana,84
La Iván,ND,ND,Golfo de California,False,5,0,POSIBLE_DUPLICADO,La Chiva,80
La lora,ND,ND,Golfo de California,False,5,0,DUPLICADO_EXACTO,La Lora,100
La Piedra,Costa de Ojo de Liebre,Guerrero Negro,Pacífico,False,5,0,POSIBLE_DUPLICADO,La piedrita,90
La piedrita,ND,ND,Golfo de California,False,5,0,DUPLICADO_EXACTO,La Piedrita,100
La Solita,Francis,Las Barrancas- San Juanico,Pacífico,False,5,0,POSIBLE_DUPLICADO,La Salinita,80
Laguna Ojo de Liebre,ND,ND,Golfo de California,False,5,0,,,
Las 35,CN-Bajo San Marcial,Corredor norte,Golfo de California,False,5,0,DUPLICADO_EXACTO,Las 35,100
Las dose,ND,ND,Golfo de California,False,5,0,POSIBLE_DUPLICADO,Las Doce,88
Las Morenas,ND,ND,Golfo de California,False,5,0,POSIBLE_DUPLICADO,La Morena,90
Las once,ND,ND,Golfo de California,False,5,0,POSIBLE_DUPLICADO,Las Doce,88
Las trece,ND,ND,Golfo de California,False,5,0,,,
Los pochos,ND,ND,Golfo de California,False,5,0,DUPLICADO_EXACTO,Los Pochos,100
Los San Juanes,Pendiente,Cerralvo,Golfo de California,False,5,0,,,
Meros 20,Francis,Las Barrancas- San Juanico,Pacífico,False,5,0,,,
Morro del Varichi,Pendiente,Cerralvo,Golfo de California,False,5,0,,,
Pantera Rosa,PNAES-Noroeste,PNAES,Golfo de California,False,5,0,,,
Payo,ND,ND,Golfo de California,False,5,0,DUPLICADO_EXACTO,payo,100
Piedra de torero,ND,ND,Golfo de California,False,5,0,DUPLICADO_PROBABLE,Piedra del torero,97
Piedra del Torero,ND,ND,Golfo de California,False,5,0,DUPLICADO_EXACTO,Piedra del torero,100
Piedra El Gallo,PNAES-Noreste,PNAES,Golfo de California,False,5,0,POSIBLE_DUPLICADO,Piedra del Gelo,87
Pitahaya,ND,ND,Golfo de California,False,5,0,POSIBLE_DUPLICADO,La Pitahaya,84
Puerto de San Hipólito,San Hipólito,Pacífico norte,Pacífico,False,5,0,,,
Punta El Macho,Pendiente,Cerralvo,Golfo de California,False,5,0,POSIBLE_DUPLICADO,Punta del Bajo,79
Punta San Evaristo,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,5,0,POSIBLE_DUPLICADO,Punta Arenas San Evaristo,84
Tio quirri (la bocana),ND,ND,Golfo de California,False,5,0,DUPLICADO_EXACTO,Tio Quirri (La Bocana),100
Tres Marcas y Mancha Blanca,ND,ND,Golfo de California,False,5,0,DUPLICADO_EXACTO,Mancha Blanca y Tres Marcas,100
25 Millas,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,25 millas,100
Abajo,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Bajo,89
Afuera de El Callo,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Afuera del Gallo,88
Afuera de Punta Alta,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Afuera de Punta Gorda,83
Bahía Santa María,ND,ND,Golfo de California,False,4,0,,,
Bajo Aciano,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Bajo Imán,80
Bajo El Charro,El Charro,PNAES,Golfo de California,False,4,0,POSIBLE_DUPLICADO,El Charro,78
Base,Base,Las Barrancas- San Juanico,Pacífico,False,4,0,POSIBLE_DUPLICADO,Base 1,80
bufeo,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,Bufeo,100
Cabo San Lázaro,ND,ND,Golfo de California,False,4,0,,,
Campamento y La Rechinadora,ND,ND,Golfo de California,False,4,0,DUPLICADO_PROBABLE,La Rechinadora y el Campamento,95
Canal,ND,ND,Golfo de California,False,4,0,,,
Canal llanada,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,La llanada,78
Churea,Pendiente,Cerralvo,Golfo de California,False,4,0,,,
Cola de Ballena,PNAES-Suroeste,PNAES,Golfo de California,False,4,0,POSIBLE_DUPLICADO,La Ballena,80
Dos Manchas,Oeste de El Sachi,Pacífico norte,Pacífico,False,4,0,,,
El Bajo,Pendiente,Cerralvo,Golfo de California,False,4,0,DUPLICADO_EXACTO,El Bajo,100
El Campito,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,El Campamento,78
El Canal,Costa Punta Abreojos,Pacífico norte,Pacífico,False,4,0,POSIBLE_DUPLICADO,El Cardonal,84
El Gavilán,Pendiente,Cerralvo,Golfo de California,False,4,0,DUPLICADO_EXACTO,El Gavilan,100
El Payo y Faro con Faro,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Faro con Faro y El Muro,87
El Saladito,Pendiente,Cerralvo,Golfo de California,False,4,0,POSIBLE_DUPLICADO,El Saltito,86
Este de San Francisquito,Pendiente,Cerralvo,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Sur de San Francisquito,89
Fuera de Cabito,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Afuera de Cabo Tosco,80
Gueros,Las Perlas,Las Barrancas- San Juanico,Pacífico,False,4,0,,,
Horchata,ND,ND,Golfo de California,False,4,0,,,
La Bocana y Punta Abreojos,ND,ND,Golfo de California,False,4,0,,,
La Bocanita,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,La bocanita,100
La brecha,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,La Brecha,100
la caguamera,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,La Caguamera,100
La Carpintería,Pendiente,Cerralvo,Golfo de California,False,4,0,POSIBLE_DUPLICADO,La Cuatería,80
La Cejuda,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Cejuda y lila,82
La Fortuna,CS-San José: Punta Sur de la Isla,Corredor sur,Golfo de California,False,4,0,,,
La larga,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,La Larga,100
La lila,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,La Lila,100
La Línea y La Bocana,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,La Pitahaya y La Bocana,79
La lora-la lila,ND,ND,Golfo de California,False,4,0,,,
La Manuelita,CS-San José: Punta Colorada a Los Angelitos,Corredor sur,Golfo de California,False,4,0,POSIBLE_DUPLICADO,La Mulita,86
La Pinta,CS-San José: Punta Sur de la Isla,Corredor sur,Golfo de California,False,4,0,POSIBLE_DUPLICADO,La punta,88
La rechinadora,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,La Rechinadora,100
La Reynita Cerralvo,Pendiente,Cerralvo,Golfo de California,False,4,0,DUPLICADO_PROBABLE,La Reyna Cerralvo,94
Lado sur de la costa,DEFINIR,Corredor norte,Golfo de California,False,4,0,,,
Las 3 marcas,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,Las 3 Marcas,100
Las 3 Marcas,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,Las 3 marcas,100
Las Pilitas,PNAES-Suroeste,PNAES,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Las Palmitas,87
Las Tijeras,PNAES-Noroeste,PNAES,Golfo de California,False,4,0,DUPLICADO_EXACTO,Las Tijeras,100
Las Tijeretas,CN-Norte Isla Catalana,Corredor norte,Golfo de California,False,4,0,DUPLICADO_PROBABLE,Las Tijeritas,92
"Los arbolitos, el escondido",ND,ND,Golfo de California,False,4,0,DUPLICADO_PROBABLE,Los arbolitos-el escondido,94
Los Cuervitos,Pendiente,Cerralvo,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Los Muertos,83
Los Lupones,PNAES-Suroeste,PNAES,Golfo de California,False,4,0,,,
Mancha Blanca y Tres Marcas,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,Tres Marcas y Mancha Blanca,100
Mesa Pareja,CN-Norte Isla Santa Cruz,Corredor norte,Golfo de California,False,4,0,,,
Morro Peludo,CN-Bajo San Marcial,Corredor norte,Golfo de California,False,4,0,,,
Norte de Las Animas,CS-Las Animas,Corredor sur,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Oeste de Las Animas,89
Norte de San Marcial,CN-Bajo San Marcial,Corredor norte,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Norte de San Evaristo,78
Piedra del Morro,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Piedra del torero,91
Piedrita 2 y La Travesia,ND,ND,Golfo de California,False,4,0,,,
pochos,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,Pochos,100
Pochos,ND,ND,Golfo de California,False,4,0,DUPLICADO_EXACTO,pochos,100
Polari,ND,ND,Golfo de California,False,4,0,DUPLICADO_PROBABLE,Polaris,92
Punta Aguja,CN-El Islote a La Brecha,Corredor norte,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Punta Baja,86
Punta Bonanza,PNAES-Suroeste,PNAES,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Punta Blanca,80
Punta Conchalito,Pendiente,Cerralvo,Golfo de California,False,4,0,,,
Punta El Cochi,CS-Costa de El Cobre a Cerritos Amarillos,Corredor sur,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Punta La Cocina,83
Punta Larga,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,4,0,POSIBLE_DUPLICADO,La punta,84
Punta Tabolo,ND,ND,Golfo de California,False,4,0,,,
San Lucas,ND,ND,Golfo de California,False,4,0,,,
Suroeste de La Morena,CN-La Morena,Corredor norte,Golfo de California,False,4,0,DUPLICADO_PROBABLE,Sureste de La Morena,98
Tepes,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Tepe,89
Tepetates del faro con la baliza,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,El faro con la baliza,79
Zachita,ND,ND,Golfo de California,False,4,0,POSIBLE_DUPLICADO,Sachita,86
12 Millas,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,12 millas,100
13 millas,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,13 Millas,100
221,ND,ND,Golfo de California,False,3,0,,,
25 Millas (al 180)-El Payo,ND,ND,Golfo de California,False,3,0,,,
Abnegado,Pendiente,Cerralvo,Golfo de California,False,3,0,,,
Afuera de La Brecha,El Coyote,Pacífico norte,Pacífico,False,3,0,,,
Arroyo de La Junta,CS-San José: Punta Sur de la Isla,Corredor sur,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Arroyo de La Paz,82
Bajo Aguilar ..las 12,ND,ND,Golfo de California,False,3,0,,,
bajo de aguilar,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,Bajo de Aguilar,100
Bajo de los locos,ND,ND,Golfo de California,False,3,0,,,
Bajo Oeste Catalana,Pendiente,Cerralvo,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Bajo Norte Catalana,89
Bocanita,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,bocana,86
Brecha y La Travesia,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Cabito y La Travesia,80
Campamento y La Línea,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Campamento y La Rechinadora,79
Canpamento,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Campamento,90
Cardenal,Pendiente,Cerralvo,Golfo de California,False,3,0,,,
Cardón Enterrado,CS-Isla San José: Calabozo al Mangle,Corredor sur,Golfo de California,False,3,0,,,
Costilla,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,La Costilla,84
El 215 Buen,Francis,Las Barrancas- San Juanico,Pacífico,False,3,0,,,
El Alambre,Costa de Ojo de Liebre,Guerrero Negro,Pacífico,False,3,0,,,
El Arroyo,CS-Costa de Los Dolores,Corredor sur,Golfo de California,False,3,0,,,
"El Bajo, La Vaca",Pendiente,Cerralvo,Golfo de California,False,3,0,,,
El Espinazo,Pendiente,Cerralvo,Golfo de California,False,3,0,,,
El faro con la baliza,ND,ND,Golfo de California,False,3,0,DUPLICADO_PROBABLE,Faro con la baliza,92
El Faro San José,CS-San José: Punta Colorada a Los Angelitos,Corredor sur,Golfo de California,False,3,0,POSIBLE_DUPLICADO,El Cañón San José,85
El Islote,CS-Costa de San Francisquito,Corredor sur,Golfo de California,False,3,0,,,
El medano-el muro,ND,ND,Golfo de California,False,3,0,,,
El muro,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,El Muro,100
El Parguito,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,El Pardito,86
El Payo-las doce,ND,ND,Golfo de California,False,3,0,,,
El Payo-lora,ND,ND,Golfo de California,False,3,0,,,
El Plato,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,El palito,82
El Pulpo,Pendiente,Cerralvo,Golfo de California,False,3,0,POSIBLE_DUPLICADO,El Púlpito,89
El sachit- las doce,ND,ND,Golfo de California,False,3,0,,,
El Sorullo (Orilla),ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Sorullo orilla,85
El torero-piedra de zuñiga,ND,ND,Golfo de California,False,3,0,DUPLICADO_PROBABLE,"El Torero, piedra de zuñiga",94
"El Torero, piedra de zuñiga",ND,ND,Golfo de California,False,3,0,DUPLICADO_PROBABLE,El torero-piedra de zuñiga,94
el zachi,ND,ND,Golfo de California,False,3,0,DUPLICADO_PROBABLE,El zachil,94
El Zachil473,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,El zachil,86
Escondido,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,escondido,100
Espinazo del Diablo,Laguna Manuela,Guerrero Negro,Pacífico,False,3,0,POSIBLE_DUPLICADO,Punta del Diablo,80
Este de Agua Verde,CN-El Islote a La Brecha,Corredor norte,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Sur de Agua Verde,86
Este de Los Dolores,CS-Costa de Los Dolores,Corredor sur,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Afuera de Los Dolores,80
Estero de Las Barritas,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Estero de Las Latas,88
Farioncito,CS-San José: Punta Colorada a Los Angelitos,Corredor sur,Golfo de California,False,3,0,,,
Faro con  baliza,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Faro con la baliza,91
Faro con El Carrizo,ND,ND,Golfo de California,False,3,0,DUPLICADO_PROBABLE,El faro con el carrizo,93
faro con faro,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,Faro con Faro,100
Faro con Faro y El Muro,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,El Payo y Faro con Faro,87
Garropera,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,La Garropera,86
Isla Margarita,Pendiente,Cerralvo,Golfo de California,False,3,0,,,
La 326,ND,ND,Golfo de California,False,3,0,,,
La Base,Laguna media,San Ignacio,Pacífico,False,3,0,POSIBLE_DUPLICADO,Las Abas,80
La Concha,Canal Ojo de Liebre,Guerrero Negro,Pacífico,False,3,0,POSIBLE_DUPLICADO,El Conchal,84
La doce,ND,ND,Golfo de California,False,3,0,DUPLICADO_PROBABLE,Las Doce,93
La Freidera,Laguna media,San Ignacio,Pacífico,False,3,0,POSIBLE_DUPLICADO,La Ribera,80
La lila afuera,ND,ND,Golfo de California,False,3,0,DUPLICADO_PROBABLE,Ia lila  afuera,93
"La lila, la cejuda, la larga",ND,ND,Golfo de California,False,3,0,,,
La llanada,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,la llenada,90
la llenada,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,La llanada,90
La Lluvia,Bajos de El Sachi,Pacífico norte,Pacífico,False,3,0,,,
La lobera,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,La Lobera,100
La Lobera Cerralvo,Pendiente,Cerralvo,Golfo de California,False,3,0,POSIBLE_DUPLICADO,La Reyna Cerralvo,80
La lorecha,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,La Brecha,84
La luna-la caguamera- el coyote,ND,ND,Golfo de California,False,3,0,,,
"La Mancha, Travesia por fuera",ND,ND,Golfo de California,False,3,0,,,
La Ola Guerrero Negro,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Laguna Guerrero Negro,86
La Piedra de Los Sanchez,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Piedra de Los Panchos,80
La piedrita de zuñiga,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,La Piedrita de zuñiga,100
La Piedrita de Zuñiga,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,La Piedrita de zuñiga,100
La Pitahaya y La Bocana,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,La Bocana y La Pitahaya,100
La Rasta,Pendiente,Cerralvo,Golfo de California,False,3,0,DUPLICADO_PROBABLE,La Rastra,94
Laguna Guerrero Negro,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,La Ola Guerrero Negro,86
Las 12 y Orilla,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,12 y La Lora,81
Las doce-El Payo,ND,ND,Golfo de California,False,3,0,,,
Las doce-la lora,ND,ND,Golfo de California,False,3,0,,,
Las Nico,ND,ND,Golfo de California,False,3,0,,,
Las Perlas,Las Perlas,Las Barrancas- San Juanico,Pacífico,False,3,0,POSIBLE_DUPLICADO,Las Palmas,80
Las trece-el toby-los tepes,ND,ND,Golfo de California,False,3,0,,,
Las tres marcas-El Soruyo,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,Las tres marcas-el soruyo,100
Las tres marcas-La lora,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Las tres marcas-El Soruyo,83
Las Vifas,ND,ND,Golfo de California,False,3,0,,,
Lora orilla,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,La Hornilla,82
Los ajos,Afuera de Puerto Nuevo,Pacífico norte,Pacífico,False,3,0,DUPLICADO_EXACTO,Los Ajos,100
Los Arbolitos y La Brecha,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Los Arbolitos  y La Travesia,85
Los Arbololitos,ND,ND,Golfo de California,False,3,0,DUPLICADO_PROBABLE,Los Arbolitos,93
Los Cocos,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Los Pochos,84
Los mannys,ND,ND,Golfo de California,False,3,0,,,
Los Pochos y La Gringa,ND,ND,Golfo de California,False,3,0,,,
Los Tepes,ND,ND,Golfo de California,False,3,0,,,
Medanito,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Medano,86
Norte de La Lobera,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Norte de La Morena,83
Oeste de La Habana,CS-La Habana,Corredor sur,Golfo de California,False,3,0,DUPLICADO_PROBABLE,Este de La Habana,97
Pacífico,Pendiente,Cerralvo,Golfo de California,False,3,0,,,
Palito,ND,ND,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Palo,80
payo,ND,ND,Golfo de California,False,3,0,DUPLICADO_EXACTO,Payo,100
Pescadito de Plata,Pendiente,Cerralvo,Golfo de California,False,3,0,,,
Picacho con Telocolotito,Costa Punta Abreojos,Pacífico norte,Pacífico,False,3,0,POSIBLE_DUPLICADO,Pikacho con el tekolotito,82
Piedra Afuera,ND,ND,Golfo de California,False,3,0,DUPLICADO_PROBABLE,Afuera Piedrita,93
Piedra al Sur de La Isla,ND,ND,Golfo de California,False,3,0,,,
Piedra de Mina,Pendiente,Cerralvo,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Piedra del Kino,83
Piedra del Cochito,CS-Afuera de Isla San José,Corredor sur,Golfo de California,False,3,0,POSIBLE_DUPLICADO,Piedra del Kino,79
