sitio,area,zona,region,es_aprobado,uso_faenas,uso_carnadas,flag_tipo,similar_a,similitud_pct
Sin especificar,ND,ND,Golfo de California,False,65781,0,,,
Isla Espíritu Santo,PNAES-Noroeste,PNAES,Golfo de California,False,5823,0,POSIBLE_DUPLICADO,Sur de Isla Espíritu Santo,84
Bahía de La Paz,Bahía de La Paz,Bahía de La Paz,Golfo de California,False,5014,0,,,
Isla La Partida,PNAES-Noroeste,PNAES,Golfo de California,False,2929,0,POSIBLE_DUPLICADO,Piedra La Partida,81
El Morrito PNAES,PNAES-Suroeste,PNAES,Golfo de California,False,2661,0,,,
Las Animas,CS-Las Animas,Corredor sur,Golfo de California,False,2345,0,POSIBLE_DUPLICADO,Las Ramas,84
San Evaristo,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,2288,0,DUPLICADO_PROBABLE,San Evaristito,92
San Diego,CS-Isla San Diego,Corredor sur,Golfo de California,False,2266,0,,,
Bajo Seco norte,ND,ND,Golfo de California,False,1927,0,POSIBLE_DUPLICADO,Bajo norte,80
Bajo Norte Catalana,CN-Bajo Norte Isla Catalana,Corredor norte,Golfo de California,False,1848,0,DUPLICADO_EXACTO,bajo norte Catalana,100
San Juan de La Costa,Bahía de La Paz,Bahía de La Paz,Golfo de California,False,1845,0,,,
Conquista Agraria,Bahía Magdalena,Pacífico,Pacífico,False,1741,0,,,
Embarcadero,ND,ND,Golfo de California,False,1711,0,,,
Santa Cruz,CN-Isla Santa Cruz,Corredor norte,Golfo de California,False,1591,0,POSIBLE_DUPLICADO,Punta Cruz,80
Estero Barra,ND,ND,Golfo de California,False,1519,0,,,
Isla San José,CS-Isla San José,Corredor sur,Golfo de California,False,1416,0,POSIBLE_DUPLICADO,Este Isla San José,84
Agua Verde,CN-Punta Berrendo,Corredor norte,Golfo de California,False,1238,0,,,
San Carlos Pacífico,Bahía Magdalena,Pacífico,Pacífico,False,1217,0,,,
San Marcial,CN-Bajo San Marcial,Corredor norte,Golfo de California,False,1109,0,POSIBLE_DUPLICADO,Bajo San Marcial,81
La Baliza,Bahía de La Paz,Bahía de La Paz,Golfo de California,False,1092,0,POSIBLE_DUPLICADO,La Bala,88
La Ballena,PNAES-Suroeste,PNAES,Golfo de California,False,1091,0,POSIBLE_DUPLICADO,La Ballenita,91
Punta del Diablo,Bahía de La Paz,Bahía de La Paz,Golfo de California,False,1036,0,POSIBLE_DUPLICADO,Punta del Bajo,80
La Dispensa,PNAES-Suroeste,PNAES,Golfo de California,False,878,0,,,
Bajo San Marcial,ND,ND,Golfo de California,False,857,0,POSIBLE_DUPLICADO,San Marcial,81
San Juanico,Golfo de Ulloa,No Corredor,,False,817,0,DUPLICADO_EXACTO,San Juanico,100
Sur de Isla San José,CS-San José: Punta Sur de la Isla,Corredor sur,Golfo de California,False,776,0,POSIBLE_DUPLICADO,Norte de Isla San José,86
Berrendo,ND,ND,Golfo de California,False,755,0,,,
El Calabozo,CS-Isla San José: Calabozo al Mangle,Corredor sur,Golfo de California,False,749,0,,,
Potrero,CS-Potrero-Cerritos Verdes,Corredor sur,Golfo de California,False,695,0,,,
Todos Santos,ND,ND,Golfo de California,False,678,0,,,
El Atravesado,CS-El Atravesado,Corredor sur,Golfo de California,False,674,0,POSIBLE_DUPLICADO,Bajo Atravesado,79
El Sargento,Pendiente,Cerralvo,Golfo de California,False,653,0,,,
La Gallina,PNAES-Suroeste,PNAES,Golfo de California,False,612,0,POSIBLE_DUPLICADO,La Ballena,80
El Bajo (9 millas),El Bajo (9 millas),PNAES,Golfo de California,False,609,0,,,
El Mechudo,CS-Rodadero a El Morrito,Corredor sur,Golfo de California,False,601,0,,,
La Travesia,CS-La Travesia,Corredor sur,Golfo de California,False,595,0,DUPLICADO_EXACTO,La Travesía,100
La Partida/Noreste,PNAES-Noreste,PNAES,Golfo de California,False,587,0,DUPLICADO_PROBABLE,La Partida/Noroeste,97
San Francisquito,CS-Costa de San Francisquito,Corredor sur,Golfo de California,False,584,0,POSIBLE_DUPLICADO,Sur de San Francisquito,82
El Charro,El Charro,PNAES,Golfo de California,False,582,0,POSIBLE_DUPLICADO,El Carrizo,84
Bajo Atravesado,CS-El Atravesado,Corredor sur,Golfo de California,False,558,0,POSIBLE_DUPLICADO,El Atravesado,79
Punta Abreojos,ND,ND,Golfo de California,False,550,0,DUPLICADO_EXACTO,Punta abreojos,100
Este de Isla Espíritu Santo,PNAES-Noreste,PNAES,Golfo de California,False,535,0,DUPLICADO_PROBABLE,Oeste de Isla Espíritu Santo,98
El Cobre,CS-Costa de El Cobre a Cerritos Amarillos,Corredor sur,Golfo de California,False,527,0,,,
Catalana,CN-Catalana,Corredor norte,Golfo de California,False,504,0,,,
Cabeza de San Diego,CS-Cabeza Isla San Diego,Corredor sur,Golfo de California,False,474,0,,,
Bota Fuego,CS-El Portugués a Bota Fuego,Corredor sur,Golfo de California,False,465,0,,,
La Brecha,CN-El Islote a La Brecha,Corredor norte,Golfo de California,False,449,0,DUPLICADO_EXACTO,La brecha,100
La Bonanza,PNAES-Suroeste,PNAES,Golfo de California,False,443,0,POSIBLE_DUPLICADO,La Bocana,84
Islitas San Cosme,ND,ND,Golfo de California,False,420,0,POSIBLE_DUPLICADO,Isla San José,80
La Lobera Santa Cruz,ND,ND,Golfo de California,False,420,0,,,
Bajo Seco sur,CS-Bajos del sur,Corredor sur,Golfo de California,False,414,0,POSIBLE_DUPLICADO,Bajo Seco norte,79
La Habana,CS-La Habana,Corredor sur,Golfo de California,False,414,0,,,
Teacapan,ND,ND,Golfo de California,False,407,0,,,
El Coyote,CS-El Coyote,Corredor sur,Golfo de California,False,385,0,DUPLICADO_EXACTO,El coyote,100
El Gallo,PNAES-Suroeste,PNAES,Golfo de California,False,379,0,POSIBLE_DUPLICADO,El Callo,88
Punta Norte,Pendiente,Cerralvo,Golfo de California,False,366,0,DUPLICADO_EXACTO,Punta norte,100
El Manglón,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,328,0,,,
Sur de Las Animas,CS-Bajo sur de Las Animas,Corredor sur,Golfo de California,False,324,0,POSIBLE_DUPLICADO,Afuera de Las Animas,86
Montealbán,CS-Montealbán,Corredor sur,Golfo de California,False,312,0,,,
El Bajito,PNAES-Noroeste,PNAES,Golfo de California,False,311,0,DUPLICADO_EXACTO,El bajito,100
La Bocana,Pendiente,Cerralvo,Golfo de California,False,307,0,DUPLICADO_EXACTO,La bocana,100
Los Angelitos,CS-San José: Punta Colorada a Los Angelitos,Corredor sur,Golfo de California,False,302,0,POSIBLE_DUPLICADO,Los Saltos,78
Sur de Catalana,ND,ND,Golfo de California,False,300,0,POSIBLE_DUPLICADO,Este de Catalana,84
San Carlos,Pendiente,Cerralvo,Golfo de California,False,299,0,,,
Palma Sola,CS-Afuera de Palma Sola y Angelitos,Corredor sur,Golfo de California,False,293,0,,,
Pailebote,PNAES-Sureste,PNAES,Golfo de California,False,288,0,,,
El Medano,ND,ND,Golfo de California,False,284,0,DUPLICADO_EXACTO,El medano,100
Santa Rosalía,Pendiente,Cerralvo,Golfo de California,False,273,0,,,
La Morena,CN-La Morena,Corredor norte,Golfo de California,False,261,0,POSIBLE_DUPLICADO,Las Morenas,90
El Empachado,PNAES-Suroeste,PNAES,Golfo de California,False,257,0,,,
La Lobera Catalana,ND,ND,Golfo de California,False,249,0,,,
El Cardonal,PNAES-Noroeste,PNAES,Golfo de California,False,240,0,POSIBLE_DUPLICADO,El Cardón,90
El Cementerio,ND,ND,Golfo de California,False,231,0,,,
Cabito,ND,ND,Golfo de California,False,228,0,,,
La Salinita,PNAES-Noreste,PNAES,Golfo de California,False,228,0,POSIBLE_DUPLICADO,La Salinera,82
El Morrito San Evaristo,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,226,0,POSIBLE_DUPLICADO,Norte de San Evaristo,82
Los Arbolitos,ND,ND,Golfo de California,False,225,0,DUPLICADO_EXACTO,Los arbolitos,100
Candelero,PNAES-Suroeste,PNAES,Golfo de California,False,222,0,,,
Cerro Colorado,CS-Puertecito a Cerro Colorado,Corredor sur,Golfo de California,False,222,0,,,
Cerro Verde,CS-Potrero-Cerritos Verdes,Corredor sur,Golfo de California,False,215,0,,,
El Embudo,PNAES-Noroeste,PNAES,Golfo de California,False,198,0,,,
El Mono,PNAES-Sureste,PNAES,Golfo de California,False,196,0,POSIBLE_DUPLICADO,El Morro,80
Piedra Aboyada Berrendo,CN-El Islote a La Brecha,Corredor norte,Golfo de California,False,187,0,,,
Las Cruces,Pendiente,Cerralvo,Golfo de California,False,185,0,POSIBLE_DUPLICADO,Las catorces,82
Punta Prieta,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,185,0,POSIBLE_DUPLICADO,Punta Piedra,83
Punta Blanca,CS-Costa de Los Dolores,Corredor sur,Golfo de California,False,182,0,POSIBLE_DUPLICADO,Punta Baja,82
Bajo Manriquez,CS-Isla San Diego,Corredor sur,Golfo de California,False,181,0,,,
La Rechinadora,ND,ND,Golfo de California,False,181,0,DUPLICADO_EXACTO,La rechinadora,100
Bajo Isla Montserrat,ND,ND,Golfo de California,False,180,0,POSIBLE_DUPLICADO,Isla Montserrat,86
Punta Arenas San Evaristo,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,180,0,POSIBLE_DUPLICADO,Punta San Evaristo,84
El Faro,ND,ND,Golfo de California,False,179,0,POSIBLE_DUPLICADO,El Arco,86
La Estrella,Pendiente,Cerralvo,Golfo de California,False,176,0,,,
El Guano,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,174,0,,,
La Reyna Cerralvo,Pendiente,Cerralvo,Golfo de California,False,174,0,DUPLICADO_PROBABLE,La Reynita Cerralvo,94
Sur de La Habana,CS-La Habana,Corredor sur,Golfo de California,False,174,0,POSIBLE_DUPLICADO,Este de La Habana,85
La Víbora,CS-Costa de El Cobre a Cerritos Amarillos,Corredor sur,Golfo de California,False,173,0,,,
Punta Alta,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,173,0,POSIBLE_DUPLICADO,La punta,89
Isla Montserrat,ND,ND,Golfo de California,False,167,0,POSIBLE_DUPLICADO,Bajo Isla Montserrat,86
Norte de Catalana,CN-Norte Isla Catalana,Corredor norte,Golfo de California,False,167,0,DUPLICADO_EXACTO,Norte de catalana,100
El Faro Catalana,ND,ND,Golfo de California,False,165,0,,,
La Gringa,CN-Isla Santa Cruz,Corredor norte,Golfo de California,False,161,0,DUPLICADO_EXACTO,la gringa,100
Agua Brava,ND,ND,Golfo de California,False,159,0,,,
El Sauzoso,Bahía de La Paz,Bahía de La Paz,Golfo de California,False,152,0,,,
El Faro Santa Cruz,CN-Isla Santa Cruz,Corredor norte,Golfo de California,False,151,0,POSIBLE_DUPLICADO,El Rodadero Santa Cruz,85
Tres Marcas,ND,ND,Golfo de California,False,150,0,DUPLICADO_EXACTO,Tres marcas,100
El Morrito (Norte del Mechudo),CS-Rodadero a El Morrito,Corredor sur,Golfo de California,False,145,0,,,
El Pedregoso,CN-Bajo San Marcial,Corredor norte,Golfo de California,False,143,0,,,
Barco Hundido,CS-Barra La Lobera,Corredor sur,Golfo de California,False,139,0,,,
Punta Sur,Pendiente,Cerralvo,Golfo de California,False,137,0,,,
Tembabiche,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,137,0,,,
El Sachi,ND,ND,Golfo de California,False,131,0,POSIBLE_DUPLICADO,El Sachita,89
El Mogote,Bahía de La Paz,Bahía de La Paz,Golfo de California,False,130,0,,,
Mulegé,ND,ND,Golfo de California,False,127,0,,,
Punta Botella,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,126,0,POSIBLE_DUPLICADO,Sur de Punta Botella,79
San Felipe,CN-Afuera de San Felipe,Corredor norte,Golfo de California,False,126,0,,,
San Nicolás,No Corredor,No Corredor,,False,124,0,,,
La Laguna,CS-Costa de Los Dolores,Corredor sur,Golfo de California,False,123,0,POSIBLE_DUPLICADO,La luna,88
El Valle,ND,ND,Golfo de California,False,122,0,,,
Los Morros,CN-San Mateo,Corredor norte,Golfo de California,False,119,0,POSIBLE_DUPLICADO,Los Morenos,86
Mar Abierto,ND,ND,Golfo de California,False,111,0,,,
Oeste de Isla Espíritu Santo,PNAES-Suroeste,PNAES,Golfo de California,False,110,0,DUPLICADO_PROBABLE,Este de Isla Espíritu Santo,98
El Callo,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,109,0,POSIBLE_DUPLICADO,El Gallo,88
Sur de Agua Verde,DEFINIR,Corredor norte,Golfo de California,False,109,0,POSIBLE_DUPLICADO,Este de Agua Verde,86
Punta Arenas Santa Cruz,CN-Isla Santa Cruz,Corredor norte,Golfo de California,False,99,0,,,
El Pardito,CS-El Pardito,Corredor sur,Golfo de California,False,98,0,POSIBLE_DUPLICADO,El Parguito,86
Afuera de Palma Sola,CS-Afuera de Palma Sola y Angelitos,Corredor sur,Golfo de California,False,97,0,,,
Bajo Islotes,Pendiente,Cerralvo,Golfo de California,False,95,0,POSIBLE_DUPLICADO,Bajo Islotes Chuy,83
Loreto,ND,ND,Golfo de California,False,95,0,,,
Puerto Chale,ND,ND,Golfo de California,False,95,0,,,
Los Islotes Afuera,PNAES-Noroeste,PNAES,Golfo de California,False,89,0,POSIBLE_DUPLICADO,Los Islotes Cerralvo,79
Punta Colorada,CS-Costa de Los Dolores,Corredor sur,Golfo de California,False,89,0,POSIBLE_DUPLICADO,Punta Gorda,80
Bajo del Medio,CS-El Atravesado,Corredor sur,Golfo de California,False,88,0,POSIBLE_DUPLICADO,Bajo del Humo,81
El Mangle San José,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,88,0,POSIBLE_DUPLICADO,El Cañón San José,80
Aboyadero,ND,ND,Golfo de California,False,87,0,,,
Bajo Aguilar,ND,ND,Golfo de California,False,87,0,DUPLICADO_EXACTO,Bajo aguilar,100
Las Pacas,Bahía de La Paz,Bahía de La Paz,Golfo de California,False,87,0,POSIBLE_DUPLICADO,Las Palmas,84
El Rodadero Santa Cruz,CN-Isla Santa Cruz,Corredor norte,Golfo de California,False,85,0,POSIBLE_DUPLICADO,El Faro Santa Cruz,85
El Tigrillo,CS-Montealbán,Corredor sur,Golfo de California,False,84,0,,,
Punta de la Isla (Guinea),PNAES-Suroeste,PNAES,Golfo de California,False,83,0,,,
Estero del Pato,CS-Costa de Nopoló a Punta Arenas,Corredor sur,Golfo de California,False,82,0,,,
Piedra de Zúñiga,ND,ND,Golfo de California,False,81,0,DUPLICADO_EXACTO,Piedra de Zuñiga,100
El Portugués,CS-El Portugués a Bota Fuego,Corredor sur,Golfo de California,False,80,0,,,
Hechadero del Medio,Pendiente,Cerralvo,Golfo de California,False,80,0,,,
Puerto Villa,CS-Costa de El Cobre a Cerritos Amarillos,Corredor sur,Golfo de California,False,80,0,,,
Faro con Faro,ND,ND,Golfo de California,False,76,0,DUPLICADO_EXACTO,Faro con faro,100
El Payo,ND,ND,Golfo de California,False,73,0,DUPLICADO_EXACTO,El payo,100
Las Galeras,CN-Norte de Las Galeras,Corredor norte,Golfo de California,False,71,0,POSIBLE_DUPLICADO,Las Loberas,82
Las Tijeritas,PNAES-Noroeste,PNAES,Golfo de California,False,71,0,DUPLICADO_PROBABLE,Las Tijeretas,92
Abreojos,ND,ND,Golfo de California,False,69,0,,,
Las Cuevitas,PNAES-Sureste,PNAES,Golfo de California,False,67,0,POSIBLE_DUPLICADO,La Cueva,80
Las Doce,ND,ND,Golfo de California,False,67,0,DUPLICADO_EXACTO,Las doce,100
El Burro,ND,ND,Golfo de California,False,65,0,POSIBLE_DUPLICADO,El Muro,80
El Rodadero PNAES,PNAES-Sureste,PNAES,Golfo de California,False,65,0,POSIBLE_DUPLICADO,El Caladero PNAES,82
Guinea,Pendiente,Cerralvo,Golfo de California,False,65,0,,,
La Partida/Noroeste,PNAES-Noroeste,PNAES,Golfo de California,False,62,0,DUPLICADO_PROBABLE,La Partida/Noreste,97
Punta abreojos,ND,ND,Golfo de California,False,62,0,DUPLICADO_EXACTO,Punta Abreojos,100
Arroyo San José,CS-Costa de El Cobre a Cerritos Amarillos,Corredor sur,Golfo de California,False,61,0,,,
Cantil Colorado,CN-Bajo Seco,Corredor norte,Golfo de California,False,61,0,,,
El Sachita,ND,ND,Golfo de California,False,61,0,POSIBLE_DUPLICADO,El Sachi,89
Los Dolores,CS-Costa de Los Dolores,Corredor sur,Golfo de California,False,61,0,,,
El Ramoso,ND,ND,Golfo de California,False,58,0,,,
El Mangle Tembabiche,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,55,0,POSIBLE_DUPLICADO,Este de El Mangle Tembabiche,83
Propela,PNAES-Noreste,PNAES,Golfo de California,False,55,0,,,
Tejabán,CN-Costa de La Ballena a San Mateo,Corredor norte,Golfo de California,False,54,0,,,
Cerro Amarillo,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,53,0,,,
La Pitahaya,CN-Isla Santa Cruz,Corredor norte,Golfo de California,False,53,0,DUPLICADO_EXACTO,La Pitahaya,100
Las 12,ND,ND,Golfo de California,False,53,0,DUPLICADO_EXACTO,las 12,100
Marca de Preciado,CS-La Travesia,Corredor sur,Golfo de California,False,53,0,,,
La 35,ND,ND,Golfo de California,False,52,0,POSIBLE_DUPLICADO,Las 35,91
Morro de Ciquio,CS-Isla San José: Calabozo a Punta Colorada,Corredor sur,Golfo de California,False,52,0,,,
PNAES,Pendiente,Cerralvo,Golfo de California,False,52,0,,,
Cáncamo San Diego,CS-Isla San Diego,Corredor sur,Golfo de California,False,51,0,POSIBLE_DUPLICADO,Cáncamo San José,79
La Tetita,Pendiente,Cerralvo,Golfo de California,False,51,0,,,
Mancha blanca,ND,ND,Golfo de California,False,51,0,DUPLICADO_EXACTO,Mancha Blanca,100
Cerralvo,Pendiente,Cerralvo,Golfo de California,False,50,0,,,
El Morrito Tembabiche,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,49,0,,,
La Lora,ND,ND,Golfo de California,False,49,0,DUPLICADO_EXACTO,La lora,100
Ostiones,CS-Isla San José: Calabozo al Mangle,Corredor sur,Golfo de California,False,49,0,,,
Mancha Blanca,ND,ND,Golfo de California,False,48,0,DUPLICADO_EXACTO,Mancha blanca,100
Boca De Camichin,ND,ND,Golfo de California,False,47,0,,,
Los Muertos,CS-Isla San José: Calabozo al Mangle,Corredor sur,Golfo de California,False,47,0,DUPLICADO_EXACTO,Los Muertos,100
Sur de San Francisquito,CS-Afuera de San Francisquito,Corredor sur,Golfo de California,False,47,0,POSIBLE_DUPLICADO,Este de San Francisquito,89
La Línea,ND,ND,Golfo de California,False,46,0,DUPLICADO_EXACTO,La linea,100
Afuera de San Gabriel,PNAES-Suroeste,PNAES,Golfo de California,False,45,0,POSIBLE_DUPLICADO,Afuera de San Evaristo,79
Las Garcitas,CS-Isla San Diego,Corredor sur,Golfo de California,False,45,0,DUPLICADO_EXACTO,Las Garcitas,100
Canechica,Pendiente,Cerralvo,Golfo de California,False,44,0,,,
El Soruyo,ND,ND,Golfo de California,False,44,0,POSIBLE_DUPLICADO,El zoruyo,89
Este de San Diego,CS-Isla San Diego,Corredor sur,Golfo de California,False,44,0,DUPLICADO_PROBABLE,Oeste de San Diego,97
La Gaviota Bahía de La Paz,ND,ND,Golfo de California,False,44,0,,,
Los Burros,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,44,0,POSIBLE_DUPLICADO,Los Morros,80
Los Frailes,CS-Isla San José: El Amortajado a El Cerrito,Corredor sur,Golfo de California,False,44,0,POSIBLE_DUPLICADO,Los Barriles,78
El Rincón,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,43,0,POSIBLE_DUPLICADO,El Troncón,84
Ensenada de Cortés,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,43,0,POSIBLE_DUPLICADO,Afuera Ensenada de Cortés,84
Faro con faro,ND,ND,Golfo de California,False,42,0,DUPLICADO_EXACTO,Faro con Faro,100
La Travesia Cerralvo,Pendiente,Cerralvo,Golfo de California,False,42,0,POSIBLE_DUPLICADO,La Reyna Cerralvo,81
Las Loberas,CS-Afuera de San Francisquito,Corredor sur,Golfo de California,False,42,0,POSIBLE_DUPLICADO,La Lobera,90
Medano Amarillo,Bajos de El Sachi,Pacífico norte,Pacífico,False,42,0,DUPLICADO_EXACTO,Medano amarillo,100
Bajo Seco San Francisquito,CS-Bajos del sur,Corredor sur,Golfo de California,False,40,0,,,
El Pulguero,PNAES-Suroeste,PNAES,Golfo de California,False,40,0,,,
Este de Santa Cruz,CN-Isla Santa Cruz,Corredor norte,Golfo de California,False,39,0,POSIBLE_DUPLICADO,Norte de Santa Cruz,86
Punta Mechudo,CS-Rodadero a El Morrito,Corredor sur,Golfo de California,False,38,0,,,
Punta Pescadero,Pendiente,Cerralvo,Golfo de California,False,38,0,DUPLICADO_EXACTO,Punta Pescadero,100
El Campamento,ND,ND,Golfo de California,False,37,0,DUPLICADO_PROBABLE,El campaamento,96
La Costa de Ensenada de Cortés,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,37,0,,,
Punta San Telmo,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,37,0,,,
El Banquito,CS-Las Animas,Corredor sur,Golfo de California,False,36,0,POSIBLE_DUPLICADO,Banquito,84
El Cadernal,Pendiente,Cerralvo,Golfo de California,False,36,0,POSIBLE_DUPLICADO,El Canal,84
El Carrizalito,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,36,0,POSIBLE_DUPLICADO,El Carrizo,83
Norte de Santa Cruz,CN-Norte Isla Santa Cruz,Corredor norte,Golfo de California,False,36,0,POSIBLE_DUPLICADO,Este de Santa Cruz,86
Puertecito Punta Coyote,CS-Puertecito a Cerro Colorado,Corredor sur,Golfo de California,False,36,0,,,
San Mateo,CN-San Mateo,Corredor norte,Golfo de California,False,36,0,,,
Sur de Santa Cruz,CN-Isla Santa Cruz,Corredor norte,Golfo de California,False,36,0,POSIBLE_DUPLICADO,Este de Santa Cruz,86
Banquito,ND,ND,Golfo de California,False,35,0,POSIBLE_DUPLICADO,El Banquito,84
El Sorullo,ND,ND,Golfo de California,False,35,0,POSIBLE_DUPLICADO,El Soruyo,84
Puerto Gatos,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,35,0,POSIBLE_DUPLICADO,Puerto Gata,87
Cabo Tosco,ND,ND,Golfo de California,False,34,0,,,
La Ventana,Pendiente,Cerralvo,Golfo de California,False,34,0,DUPLICADO_EXACTO,La Ventana,100
Las 22,Sebastián Vizcaíno,Guerrero Negro,Pacífico,False,34,0,POSIBLE_DUPLICADO,Las 12,83
Los Arboles,ND,ND,Golfo de California,False,34,0,DUPLICADO_EXACTO,Los Árboles,100
El Saltito,ND,ND,Golfo de California,False,33,0,POSIBLE_DUPLICADO,El Saladito,86
El Mezquital,ND,ND,Golfo de California,False,32,0,,,
Las doce,ND,ND,Golfo de California,False,32,0,DUPLICADO_EXACTO,Las Doce,100
Norte de San Diego,CS-Cabeza Isla San Diego,Corredor sur,Golfo de California,False,32,0,DUPLICADO_PROBABLE,Noroeste de San Diego,92
El Bajo (El Sachi),Bajos de El Sachi,Pacífico norte,Pacífico,False,31,0,DUPLICADO_PROBABLE,El Bajo 2 (El Sachi),95
El Tepetate,Pendiente,Cerralvo,Golfo de California,False,31,0,,,
Paredones Blancos,Pendiente,Cerralvo,Golfo de California,False,31,0,POSIBLE_DUPLICADO,Los Paredones,87
Piedra Ahogada,PNAES-Noroeste,PNAES,Golfo de California,False,31,0,,,
Puertecito Tembabiche,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,31,0,,,
La Barrita San Francisquito,CS-La Barrita,Corredor sur,Golfo de California,False,30,0,,,
La Tambulaca,ND,ND,Golfo de California,False,30,0,,,
Los Nidos,CN-Costa de Carrizalito a Los Nidos,Corredor norte,Golfo de California,False,30,0,,,
Bajo de Afuera,CS-Afuera de San Francisquito,Corredor sur,Golfo de California,False,29,0,,,
Bajo Las Animas,CS-Las Animas,Corredor sur,Golfo de California,False,29,0,POSIBLE_DUPLICADO,Las Animas,80
Cuesta Alta,CN-San Mateo,Corredor norte,Golfo de California,False,29,0,,,
El Jalito,Pendiente,Cerralvo,Golfo de California,False,29,0,POSIBLE_DUPLICADO,El palito,89
El Muro,ND,ND,Golfo de California,False,29,0,DUPLICADO_EXACTO,El muro,100
El Tacón,CN-Afuera de San Felipe,Corredor norte,Golfo de California,False,29,0,POSIBLE_DUPLICADO,El Tacote,82
Punta del Bajo,Pendiente,Cerralvo,Golfo de California,False,29,0,POSIBLE_DUPLICADO,Punta del Pargo,83
Sorullo,ND,ND,Golfo de California,False,29,0,DUPLICADO_EXACTO,sorullo,100
Bahía Sebastián Vizcaíno,ND,ND,Golfo de California,False,28,0,,,
El Cañón PNAES,PNAES-Suroeste,PNAES,Golfo de California,False,28,0,,,
El Limeño,Pendiente,Cerralvo,Golfo de California,False,28,0,,,
La Tintorera,PNAES-Noroeste,PNAES,Golfo de California,False,28,0,POSIBLE_DUPLICADO,La Torera,86
Los arbolitos,ND,ND,Golfo de California,False,28,0,DUPLICADO_EXACTO,Los Arbolitos,100
Punta Gorda,Pendiente,Cerralvo,Golfo de California,False,28,0,POSIBLE_DUPLICADO,Punta Colorada,80
Soruyo,ND,ND,Golfo de California,False,28,0,POSIBLE_DUPLICADO,El Soruyo,80
El Hueco,CS-Bajos del sur,Corredor sur,Golfo de California,False,27,0,,,
La Barra,CS-Afuera de Isla San José,Corredor sur,Golfo de California,False,27,0,DUPLICADO_EXACTO,La Barra,100
Mal Paso,CS-Costa Punta Alta a Punta Colorada,Corredor sur,Golfo de California,False,27,0,POSIBLE_DUPLICADO,El Paso,80
Norte de La Morena,CN-La Morena,Corredor norte,Golfo de California,False,27,0,POSIBLE_DUPLICADO,Este de La Morena,86
Travesia,ND,ND,Golfo de California,False,27,0,POSIBLE_DUPLICADO,La Travesia,84
El Bajo 13,El Bajo 13,Las Barrancas- San Juanico,Pacífico,False,26,0,POSIBLE_DUPLICADO,El Bajo,82
Este de La Habana,CS-La Habana,Corredor sur,Golfo de California,False,26,0,DUPLICADO_PROBABLE,Oeste de La Habana,97
La Flojera,Pendiente,Cerralvo,Golfo de California,False,26,0,POSIBLE_DUPLICADO,La Lobera,84
Aguascalientes,CS-San José: Punta Colorada a Los Angelitos,Corredor sur,Golfo de California,False,25,0,POSIBLE_DUPLICADO,Agua Caliente,89
Bajo de Aguilar,ND,ND,Golfo de California,False,25,0,DUPLICADO_EXACTO,bajo de aguilar,100
El Delgadito,ND,ND,Golfo de California,False,25,0,POSIBLE_DUPLICADO,El Saladito,78
La Hornilla,CS-Isla San Diego,Corredor sur,Golfo de California,False,25,0,POSIBLE_DUPLICADO,Lora orilla,82
Medano,ND,ND,Golfo de California,False,25,0,POSIBLE_DUPLICADO,Medanito,86
Oeste de Catalana,CN-Norte Isla Catalana,Corredor norte,Golfo de California,False,25,0,DUPLICADO_PROBABLE,Este de Catalana,97
Oeste de Las Animas,CS-Las Animas,Corredor sur,Golfo de California,False,25,0,DUPLICADO_PROBABLE,Este de Las Animas,97
El Carrizo,ND,ND,Golfo de California,False,24,0,POSIBLE_DUPLICADO,El Corrizo,90
El Cañón San José,CS-Canal San José,Corredor sur,Golfo de California,False,23,0,POSIBLE_DUPLICADO,El Faro San José,85
El Merito,Bahía de La Paz,Bahía de La Paz,Golfo de California,False,23,0,POSIBLE_DUPLICADO,El Esterito,80
